"mLL","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","start_ind","end_ind"
-1780564.475971,0.0304364880971724,0.0172918609544026,0.0584443319008339,0.0379134391975234,-0.177729663229564,-0.143142087441177,0.00925459596359767,0,1,1207
-1780888.06547328,0.0311424133507576,0.0172337490421901,0.0574445742427764,0.0351480985545918,-0.175704251006729,-0.142711761137227,0.00992651920199345,0,1208,2414
-1781245.14972258,0.0310768090257853,0.01692601595031,0.0531483667602102,0.0359020231570387,-0.177506258848408,-0.134060753342433,0.0105158447390905,0,2415,3621
-1780555.03591633,0.0308329296863515,0.0173317102143087,0.0571540468497171,0.038190243365341,-0.175903129537526,-0.14177572153002,0.00989302383655407,0,3622,4828
-1780841.00676095,0.0312356958684997,0.0173650570100171,0.0553578581339594,0.0415707734802293,-0.174711957332948,-0.14123541892717,0.00990311471608138,0,4829,6035
-1780727.35257405,0.031218761525164,0.0173308831667559,0.0563546982751012,0.0379124813224786,-0.175680657823951,-0.143220524975197,0.00913459641638944,0,6036,7242
-1780733.82176944,0.0311068680882013,0.0173867715188438,0.0574488437705151,0.0389087695175296,-0.175319549047008,-0.142744500127782,0.00897171313384005,0,7243,8449
-1780607.74250887,0.0311263381364905,0.0173288001954933,0.0592792804474338,0.037216973643088,-0.174718778515651,-0.140876265434043,0.00921752433175592,0,8450,9656
-1781096.50223117,0.0302836283939638,0.0170492198582262,0.0561794453578666,0.0389705524213207,-0.178271260698567,-0.147361626811492,0.0103298391727917,0,9657,10863
-1780932.90846858,0.0310699511916038,0.0172968894384264,0.0577538030762517,0.0366314056877432,-0.176310469429658,-0.138406105144329,0.00987073489501594,0,10864,12070
-1780710.81552547,0.0312433112177877,0.0172807909726865,0.0583143595341055,0.0419308967236416,-0.174446675346981,-0.143455152887974,0.00831900380623956,0,12071,13277
-1781122.91005345,0.031130250621477,0.0174734072503738,0.0578555167999546,0.0360397188676778,-0.175185648195265,-0.14142024622178,0.00926582281954643,0,13278,14484
-1780884.80589685,0.0306428601156941,0.0169173831048659,0.0585472021876123,0.0349504834007591,-0.177177591504412,-0.162484372125247,0.0108347661912299,0,14485,15691
-1780932.35722325,0.0311256981300492,0.017300601133158,0.0577418504906871,0.0358097173438338,-0.1749471333544,-0.136220910480861,0.0101520405081342,0,15692,16898
-1780572.16188435,0.0308645834020509,0.017363678076731,0.0586445827780013,0.0358856056622274,-0.175207859073775,-0.137616381321822,0.00913611464154807,0,16899,18105
-1780694.46941344,0.0312068827991341,0.0172867867829569,0.0586850643251235,0.0363595376308334,-0.174252821945467,-0.139273785217456,0.0086757269856017,0,18106,19312
-1780540.01083637,0.0312157717319867,0.0171237417995953,0.0591092212585801,0.0392316335306858,-0.175625058681657,-0.15140859428607,0.00945165273661178,0,19313,20519
-1780885.26315237,0.0312228348182349,0.0173865502413047,0.0541616899831175,0.037080680611649,-0.176720953976587,-0.137007296436823,0.00858587647760026,0,20520,21726
-1781151.26384663,0.0291760350238081,0.0173207945417794,0.0583569653742933,0.0349197530237017,-0.154418001426763,-0.15055188833949,0.00927099058340185,0,21727,22933
