"mLL","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","start_ind","end_ind"
-3145015.90348239,0.0644594228753707,0.020116431462369,0.0805683161231472,0.0537597841308957,-0.144949259430298,0.25541441684994,0.00133850588590483,0,1,2209
-3145807.03735781,0.065803370299211,0.0200002701024027,0.0754471739569988,0.0508374424590904,-0.142011057982661,0.271003261382372,0.00164352822976374,0,2210,4418
-3146030.92862122,0.0649666487032087,0.0199541838669271,0.0777732720564432,0.0543024612970605,-0.141070274592402,0.254671373974814,0.00208983956276367,0,4419,6627
-3145217.01515823,0.0654533084545591,0.0201395395446677,0.0799439476931514,0.0519782858691477,-0.137171847867699,0.249419053603254,0.00123948688538209,0,6628,8836
-3145815.59238678,0.064123908281581,0.020074158550846,0.0803979018378012,0.0549790674774543,-0.14616001551115,0.254335184500193,0.00122119642567653,0,8837,11045
-3145153.3372247,0.0655184080830529,0.0200650422921566,0.0804019372887982,0.0549503262146525,-0.142250939540749,0.25342943995673,0.000963845084693747,0,11046,13254
-3145773.89466901,0.0659125041788796,0.0201607882353976,0.0766455235279271,0.053071924823943,-0.141536736864573,0.252989596947553,0.00171009265623598,0,13255,15463
-3145391.44144576,0.0653271247622602,0.0201437830899962,0.0784998861284759,0.0537908547471765,-0.141692439032094,0.263312571607897,0.00118712993588888,0,15464,17672
-3146035.45798487,0.0650360059652314,0.0199979527508164,0.0769164292552505,0.0536223372940856,-0.139672806628698,0.25123629623604,0.00152261239228853,0,17673,19881
-3145789.58425051,0.0655237609868475,0.0201655702324556,0.0801389656091227,0.0536354756547879,-0.139476732267404,0.255523675127768,0.00139260271455292,0,19882,22090
-3145487.88547214,0.0656646298663972,0.0201067275321098,0.0787023248979999,0.0539171348295565,-0.141207665506451,0.263059553360729,0.000914438741277167,0,22091,24299
-3146074.98550462,0.0654873562198097,0.0201180025375007,0.080486001546474,0.0545398205381367,-0.142665187767122,0.253589220451421,0.00152510524611568,0,24300,26508
-3145798.81493033,0.0652527062450707,0.0197502746197864,0.0788329500915059,0.0526803759276117,-0.138759633774965,0.2613786585545,0.00160806050182805,0,26509,28717
-3145227.72090678,0.065370621139241,0.020052500866483,0.0809260442807166,0.0540319581022871,-0.142425919559341,0.248521088780336,0.00172156883306152,0,28718,30926
-3145530.38779632,0.0652598625442065,0.0200791278681292,0.0806040638771794,0.053377510156082,-0.142120253857587,0.250259736009042,0.00293006775077325,0,30927,33135
-3145213.20843218,0.0653966617018287,0.0200659504484352,0.0797279877784099,0.0525244420333092,-0.142081374100691,0.264827696816345,0.00141325028449195,0,33136,35344
-3145340.5847598,0.0657787902741498,0.020057772990471,0.0784141462795155,0.0518551612977388,-0.139940993387973,0.25616283953133,0.00203881121296271,0,35345,37553
-3145612.39203458,0.0649016069990073,0.0201410131707257,0.0784230871206518,0.0535129100690148,-0.141602457060291,0.262994752015695,0.00204029615931229,0,37554,39762
-3145594.71488881,0.0654095641307293,0.0201025922216315,0.0796709787767544,0.0530756022993466,-0.140274679840727,0.254363484321072,0.00102823648011924,0,39763,41971
-3145979.32177913,0.0647779551969087,0.0202496154185859,0.0813365959419972,0.0523789549730825,-0.123818326737127,0.233069291457944,-0.000651342366083565,0,41972,44180
-3145550.10992298,0.0652095613785323,0.0201168209013351,0.0800575898631574,0.0549264039566635,-0.1400743134897,0.256887572213045,0.000461564481149651,0,44181,46389
-3145581.99936905,0.0652929283563392,0.0200161054506189,0.0815825713422889,0.0538114695070361,-0.144375021087843,0.260616997917569,0.0015661539921363,0,46390,48598
-3146287.39509547,0.0648799083210697,0.0201379695488843,0.081159924833108,0.0535642347191299,-0.13939139135306,0.25054515767913,0.00248230281361153,0,48599,50807
-3146160.08971866,0.0647967343128837,0.0200276723737172,0.0796546586252868,0.0526724579410633,-0.139022551787006,0.253894433651983,0.00146233253169362,0,50808,53016
-3145723.70154432,0.0657053270455419,0.019965427464807,0.080341883914407,0.0538761179091708,-0.142488158840904,0.249390323964688,0.00199826570192981,0,53017,55225
-3145628.35096822,0.0657925389510222,0.0200626373134273,0.080870940647957,0.052674803970879,-0.141704555295089,0.243844555740351,0.00173257329789488,0,55226,57434
-3145780.61611821,0.0655561415258096,0.0200048947896094,0.0791123079993278,0.053255222669782,-0.141660596996538,0.241736653569581,0.00223778932745603,0,57435,59643
-3145605.38989704,0.0651685862199864,0.0201631876344658,0.0790457607768959,0.0540904806020793,-0.144507036749617,0.255375878320664,0.00214384291749663,0,59644,61852
-3145727.9783367,0.0656044382471354,0.0201751776149395,0.0795297845943993,0.0538875495892161,-0.141495604881155,0.256308425702651,0.00121177696970497,0,61853,64061
-3146244.6176849,0.0652323973425968,0.0200068957736172,0.0753857987646785,0.0522827773917759,-0.139529590896638,0.276721994914065,0.000947785048676884,0,64062,66270
-3145226.82070105,0.0655026005750758,0.0201676950012652,0.0803169056489915,0.0533947298398154,-0.141316279672199,0.262274777185775,0.00101264704713061,0,66271,68479
-3145423.4594501,0.0649149516212452,0.0200934115836021,0.0788326229193628,0.0536319523540759,-0.142869941242584,0.2640532602483,0.00143798024597702,0,68480,70688
-3145388.57943545,0.0652504698695562,0.0198940418052828,0.0761789287878339,0.0533194506824451,-0.140892533136821,0.27414620033741,0.00102463318685167,0,70689,72897
-3145109.29793831,0.0654363534237248,0.0201346109238854,0.079917421119402,0.0529599184406467,-0.140340132653281,0.252869211052339,0.00110805341724772,0,72898,75106
-3145387.49074925,0.0653344320492313,0.0201612697830372,0.078713341734565,0.0535434982198225,-0.143293160218834,0.255606503037801,0.00163098596506925,0,75107,77315
-3145669.64743809,0.0647378419611976,0.0199843993103573,0.0775506942454094,0.052835877113469,-0.143053066539582,0.284490105602801,0.00153043124265731,0,77316,79524
-3146168.32396932,0.065024074780195,0.0201980043171986,0.0819271022907055,0.0512428315525912,-0.14405876995005,0.244432648687351,0.00303295930355959,0,79525,81733
-3145324.21098829,0.0655379066217019,0.0200632591943354,0.0793207007793166,0.0522807144724955,-0.140992218727394,0.264597773459268,0.000894360582058948,0,81734,83942
-3145616.33276972,0.0658565525059835,0.0201348728359119,0.0779542916482449,0.0536858229446769,-0.142469842199755,0.252086887742255,0.00186609046157173,0,83943,86151
-3146467.0740585,0.0649931061310588,0.0200968419244241,0.0808809538587812,0.0575427917079388,-0.147823134622896,0.243387494834584,0.00117937538088878,0,86152,88360
-3145615.55376322,0.0653197020680787,0.0201826996117637,0.0800031857406188,0.0557631608153464,-0.141487502753539,0.24702398307661,0.00157557584584264,0,88361,90569
-3145355.97971472,0.0654684277866154,0.0200986359158387,0.0814909167408409,0.0543622336594685,-0.142334989620527,0.249099928936485,0.00149303226666076,0,90570,92778
-3145832.39686379,0.0651768610307595,0.0199258084483625,0.0756585812810031,0.0520724675028512,-0.142404858349665,0.285106613372391,0.000537940384684017,0,92779,94987
-3145359.89227464,0.0655059267034829,0.0201979584867735,0.0794024477797483,0.0526989140173932,-0.140570159372928,0.257778542188194,0.00188909750592043,0,94988,97196
-3145938.09022722,0.0653564311179069,0.0201911814225872,0.0820108304183744,0.0557073968186768,-0.144751642647951,0.24527721772128,0.00180411085885876,0,97197,99405
-3145975.60836507,0.0645769275938853,0.0202097397591322,0.0764140803673648,0.0530369189662971,-0.143583444913832,0.261545703660983,0.00090327838286596,0,99406,101614
-3145275.63441358,0.0650723464811552,0.0200734945441886,0.0794783050281108,0.0530327909602474,-0.141412618864276,0.255433320086065,0.0015276344117612,0,101615,103823
-3145503.26437904,0.0651118050186818,0.0201612570153555,0.078274887303659,0.0525926353000264,-0.141476418656703,0.255130899869762,0.00169622007681255,0,103824,106032
-3145503.20144901,0.0656984778063729,0.0198674107430299,0.0815828196948921,0.0534352207306531,-0.142031495567564,0.252996798859002,0.00128061391273722,0,106033,108241
-3145204.2515684,0.0655820670229654,0.0200192283763857,0.0791613116414513,0.0543368500665642,-0.142280095107614,0.263937759869359,0.000803799603707198,0,108242,110450
-3145393.00249538,0.0653785489419163,0.0202063180590296,0.0837819011087503,0.0551378221693309,-0.143341284478246,0.243296655467556,0.0008766849411674,0,110451,112659
-3145927.41662015,0.0654085740920325,0.0201403353977023,0.0775442984892502,0.0542358923390666,-0.141775195552173,0.261714872957328,0.00211415729077033,0,112660,114868
-3145698.40977828,0.0655439646474034,0.0201828935609086,0.0819832956946736,0.0541017595827203,-0.141551993517578,0.246923851399099,0.0010187696586948,0,114869,117077
-3145678.17525575,0.0646164918728764,0.0201780082668656,0.0834403988801989,0.0557998634545439,-0.145165773084767,0.246130504844917,0.000898630612064102,0,117078,119286
-3145825.14019007,0.0656799042862786,0.0200494521967517,0.0804776385219464,0.0529643876910684,-0.140682493184782,0.256712964845226,0.00179973870364508,0,119287,121495
-3146002.71650882,0.0658755637312526,0.0202040844065513,0.076230440067239,0.0549266544482352,-0.142540318916668,0.258951211516913,0.00123915097129857,0,121496,123704
-3145664.01692589,0.0655786452014886,0.0200390393763212,0.0812115613037223,0.053472432449961,-0.142829662448248,0.251885868118308,0.00211572719660559,0,123705,125913
-3145797.08550136,0.0657005179495608,0.0201758959034641,0.0827901482434778,0.0543219520222572,-0.143298328313477,0.246323183682515,0.00254914924236291,0,125914,128122
-3145353.84090542,0.0655487559701948,0.0201298679216644,0.0820511521124443,0.0555576527999848,-0.143307827680249,0.247738672188913,0.0013928910916968,0,128123,130331
-3145461.07674936,0.0654440146782738,0.0201664942353706,0.0809587572192339,0.0531926039419863,-0.141465193647232,0.25032825895952,0.00178381707391977,0,130332,132540
-3145499.97992049,0.0656307590927987,0.0201874768320668,0.0798385659252234,0.0541632649996588,-0.142267514583542,0.249208447118231,0.00181549240275076,0,132541,134749
-3145206.48305162,0.0655283711804803,0.0201097411647595,0.0814555255083321,0.0552025942021997,-0.143329968060334,0.248179957494418,0.00201834518076741,0,134750,136958
-3144873.2582463,0.0654205125155483,0.0201723084443609,0.0786917595038428,0.0531247449623418,-0.14034484945414,0.256406082499372,0.000904522381250645,0,136959,139167
-3144826.29999934,0.0653795317121961,0.0201230235841464,0.0802438407692241,0.0538499276215363,-0.141706052846615,0.255138999510432,0.00128990957473442,0,139168,141376
-3145596.15444347,0.0658917386126972,0.0201859316659682,0.0777658810189623,0.053516924637717,-0.14182861680624,0.254035298348452,0.00125377329129883,0,141377,143585
-3145372.17784983,0.065647699138121,0.0202347828018884,0.0788332768955935,0.053295871864154,-0.140357381316236,0.259268914848156,0.00111660602794109,0,143586,145794
-3146674.03406505,0.0673195991501426,0.0204468264066155,0.0562242560373434,0.0461276000141875,-0.139427899439948,0.276745705347605,0.00420922422028207,0,145795,148003
-3145807.14843893,0.0650882796922428,0.0199798827994544,0.0800231261273461,0.0530000722081603,-0.142155372244022,0.265502880357058,0.00112152108480383,0,148004,150212
