"mLL","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","start_ind","end_ind"
-3509827.63646916,0.0316241997000919,0.0211379804331827,0.0552438292255306,-0.0415481748603153,-0.121422757690271,0.101345033808755,0.00942903326336173,0,1,2298
-3510483.23092621,0.0317651345454168,0.0211621237213103,0.0549839630631932,-0.040482444440931,-0.119929906030955,0.0953459271615064,0.00813744174163863,0,2299,4596
-3510403.75528258,0.0319307635777921,0.0210560251789272,0.0548729442728667,-0.0422096947883905,-0.119179502985499,0.101180868067498,0.00823155387241154,0,4597,6894
-3509822.54509833,0.0317557145289773,0.0211977429375794,0.0560551469671083,-0.0420616018128834,-0.116075669334864,0.0979378361777624,0.00819359219478937,0,6895,9192
-3509863.8488437,0.0320174338978193,0.0212294771857383,0.0573142460506975,-0.0438442584646356,-0.117840751909314,0.102013043183075,0.00923646485951805,0,9193,11490
-3509723.84840402,0.0320470482291011,0.0212977579253834,0.0560929496516335,-0.0426345350401222,-0.117998263238658,0.102616963330752,0.00921583852391104,0,11491,13788
-3510180.55634705,0.0320646468444482,0.0212880084653551,0.0559490883123444,-0.0423892488158635,-0.117996628742652,0.102304727193462,0.00894601772202243,0,13789,16086
-3509958.06691779,0.0320114963568386,0.0213048023776003,0.0555928833335237,-0.0419219885197765,-0.118957188544885,0.100492250560399,0.00951845647225457,0,16087,18384
-3510254.90354252,0.0317659652750877,0.0211132669907516,0.0552136712474549,-0.0425726251112505,-0.117086740558618,0.100036525690284,0.00939125656480636,0,18385,20682
-3510436.33469166,0.0314350542388538,0.0212411293673568,0.0574845052817454,-0.0416006658506332,-0.117967265155538,0.0992671475721321,0.00855750736369594,0,20683,22980
-3509993.77876148,0.0318935300441323,0.0212482216694812,0.0564800045370956,-0.0429530499521732,-0.117685586332612,0.101028066982764,0.00908518678275844,0,22981,25278
-3510569.0639275,0.0319524882899683,0.0212520384964523,0.0575049879725945,-0.0430474054316847,-0.116118319214053,0.0990829793184482,0.00939083662836836,0,25279,27576
-3510580.33617581,0.0314154188508661,0.0208001831094911,0.0551927423053693,-0.0420414187066423,-0.112547783474794,0.103281349091324,0.00785741426000201,0,27577,29874
