"SP","mLL","piX","piY","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","iX","iY"
1,-3494165.68730409,3.09367035033027e-05,5.40040130910125e-05,0.0271246159581118,0.0191499149837562,0.050953777522099,-0.0486373306998145,-0.166033054700359,0.188864777101467,0.00544564067222434,0,1.06831337843377,1.09357351133571
2,-3494141.36455069,3.09367035033027e-05,5.40040130910125e-05,0.0277784358556811,0.0192416590396616,0.045278873760618,-0.0503886083203224,-0.160161183239295,0.26350580617556,-0.00341432264802405,0,1.06831337843377,1.09357351133571
3,-3494164.61028248,3.09367035033027e-05,5.40040130910125e-05,0.0268297892358594,0.0190729534334447,0.0505112403115912,-0.0522937849541262,-0.174864176964873,0.180087805267471,0.00623493731521756,0,1.06831337843377,1.09357351133571
4,-3493918.28583029,3.09367035033027e-05,5.40040130910125e-05,0.0285799155558801,0.0194960645372624,9.60312542226387e-06,0.0532499487161574,0.0930193849965535,-0.0544391132871769,-0.0103759398766317,0,1.06831337843377,1.09357351133571
5,-3493939.33203628,3.09367035033027e-05,5.40040130910125e-05,0.0291640951992578,0.0191282529462494,2.07759647187398e-06,0.0650399043376098,-0.0296518020038885,0.127032147077666,-0.014246034410691,0,1.06831337843377,1.09357351133571
6,-3493994.67395025,3.09367035033027e-05,5.40040130910125e-05,0.0272779488156627,0.0192987814529423,0.0467364470590966,-0.0621627803186631,0.101833868389906,-0.0558415992500876,0.00711887272665932,0,1.06831337843377,1.09357351133571
7,-3493911.47996181,3.09367035033027e-05,5.40040130910125e-05,0.0266821347841264,0.0182466245589938,0.0753201651385243,-0.0791879292503878,0.131511126974138,0.290860491809767,-0.0148689647132356,0,1.06831337843377,1.09357351133571
8,-3493770.31255124,3.09367035033027e-05,5.40040130910125e-05,0.0283558322831895,0.0197108430614402,8.35502991413279e-08,0.0439079602178649,0.169403728025169,0.237682952717858,-0.0417327341681716,0,1.06831337843377,1.09357351133571
9,-3494096.65482228,3.09367035033027e-05,5.40040130910125e-05,0.026225669381074,0.0209889053637682,0.0516709974967777,-0.0349546303164979,-0.123746118352529,0.232417313973475,0.0030064464775557,0,1.06831337843377,1.09357351133571
10,-3494059.22502156,3.09367035033027e-05,5.40040130910125e-05,0.0278145113094333,0.0191440608740541,4.88493364750832e-06,0.0524846073523379,-0.130072324000856,0.00668053178065179,0.00362746132058818,0,1.06831337843377,1.09357351133571
11,-3494052.54692232,3.09367035033027e-05,5.40040130910125e-05,0.0275424549223439,0.0197981800634672,0.034219528190585,-0.0568087420313703,-0.0191682907318437,-0.0815501862768168,0.0140059850136085,0,1.06831337843377,1.09357351133571
12,-3494111.28153271,3.09367035033027e-05,5.40040130910125e-05,0.0269522531901138,0.0183065052483583,0.0579385681707508,-0.0549255342185931,-0.137793553079948,0.296575980612145,0.000770403172003431,0,1.06831337843377,1.09357351133571
13,-3494159.32608434,3.09367035033027e-05,5.40040130910125e-05,0.0260006976952058,0.0192408676940883,0.0472714090899665,-0.0524872602128657,-0.179729244476578,0.207468958739722,0.00123566287249627,0,1.06831337843377,1.09357351133571
14,-3493977.50904587,3.09367035033027e-05,5.40040130910125e-05,0.0269822074491777,0.0188216006233953,0.0506647168743987,-0.0639031011768718,0.157782894619731,-0.10201790712453,0.0099050181160996,0,1.06831337843377,1.09357351133571
15,-3493987.30666607,3.09367035033027e-05,5.40040130910125e-05,0.0265677667031723,0.0192776683492177,0.0533736044356907,-0.0638314341760539,0.129022284939857,-0.0870696809642015,0.00863259991005837,0,1.06831337843377,1.09357351133571
16,-3494000.40283899,3.09367035033027e-05,5.40040130910125e-05,0.0269739850734676,0.0192565419581549,0.0563453821702023,-0.0638326137320903,0.0657171860470294,0.169577412101616,-0.00829036472366426,0,1.06831337843377,1.09357351133571
17,-3494137.33205666,3.09367035033027e-05,5.40040130910125e-05,0.0278999401291203,0.0193744348346764,0.0420080691231777,-0.0451742709965174,-0.174684274791603,-0.00614235150164798,0.0208621247991181,0,1.06831337843377,1.09357351133571
18,-3493958.87711656,3.09367035033027e-05,5.40040130910125e-05,0.0260608357393052,0.0185641898110313,0.0718111266212162,-0.070353155008905,0.0249595765736682,0.321185952346725,-0.0138169846717235,0,1.06831337843377,1.09357351133571
19,-3494166.85111516,3.09367035033027e-05,5.40040130910125e-05,0.0276822520471884,0.0188923396877486,0.0474518887146368,-0.0486602548975049,-0.172200075904356,0.180063772269457,0.00533019918818028,0,1.06831337843377,1.09357351133571
20,-3494127.9158767,3.09367035033027e-05,5.40040130910125e-05,0.0270832688361594,0.0185676956936082,0.0595063591997441,-0.0546770457991501,-0.16542532731612,0.282273992732167,0.0015259204735321,0,1.06831337843377,1.09357351133571
21,-3494108.08904119,3.09367035033027e-05,5.40040130910125e-05,0.0275518690840948,0.0195180318215936,0.0446182615701383,-0.0202577664871346,-0.155527271382203,-0.208689506846473,0.0269237389191415,0,1.06831337843377,1.09357351133571
22,-3493991.72174386,3.09367035033027e-05,5.40040130910125e-05,0.026739399083651,0.0195481823484026,0.058916949760282,-0.066009016372694,0.078434819957878,0.114337123378966,-0.00439355410692149,0,1.06831337843377,1.09357351133571
23,-3494135.85230541,3.09367035033027e-05,5.40040130910125e-05,0.0313250808999231,0.0194340364251478,0.0363036531878863,-0.0582780894082001,-0.153383858565291,0.166469497688409,0.00613141238199336,0,1.06831337843377,1.09357351133571
24,-3494163.11022571,3.09367035033027e-05,5.40040130910125e-05,0.0273349082610446,0.0188668174946039,0.0462514557729725,-0.0508269049270267,-0.171184065870463,0.217340286689061,0.00243892358897686,0,1.06831337843377,1.09357351133571
25,-3494168.78355246,3.09367035033027e-05,5.40040130910125e-05,0.0280883072632283,0.0191250862958723,0.0177505572686242,-0.0488227464177554,-0.175550648118683,-0.17927892915173,0.0282987942595575,0,1.06831337843377,1.09357351133571
26,-3494166.86025014,3.09367035033027e-05,5.40040130910125e-05,0.0273039537674241,0.0191011115297462,0.0474967272704644,-0.0489932274936761,-0.169475562157066,0.186401077750283,0.00484777952560454,0,1.06831337843377,1.09357351133571
27,-3493620.50511481,3.09367035033027e-05,5.40040130910125e-05,0.0280183807479408,0.0184343437723976,7.08567224161068e-08,0.0566781955562292,0.159173605422237,0.34060555777342,-0.0451286173331287,0,1.06831337843377,1.09357351133571
28,-3493934.18780764,3.09367035033027e-05,5.40040130910125e-05,0.0267613767667303,0.0192004668281894,0.0564612017482386,-0.0679946007921471,0.189171117126184,-0.0409685479348744,0.00237980273379438,0,1.06831337843377,1.09357351133571
29,-3494161.22880902,3.09367035033027e-05,5.40040130910125e-05,0.0274255568472345,0.0191932856038204,0.046651083243248,-0.0483571384220098,-0.173891352628919,0.131268813221314,0.0092441311233713,0,1.06831337843377,1.09357351133571
30,-3492980.16237742,3.09367035033027e-05,5.40040130910125e-05,0.0178556013812035,0.0187172248644448,0.0846272129817632,-0.0813638485711938,0.498789990520925,-0.0314179679990933,-0.0153670942500142,0,1.06831337843377,1.09357351133571
31,-3494059.30970702,3.09367035033027e-05,5.40040130910125e-05,0.0271652278469905,0.0185413596821438,0.0572102725265557,-0.061112393506101,-0.0921891479607198,0.317109894590038,-0.0150643371495435,0,1.06831337843377,1.09357351133571
32,-3493063.44590215,3.09367035033027e-05,5.40040130910125e-05,0.0274786099867327,0.0162530595688637,6.81653464669233e-06,0.0508788933040299,0.0854373430595008,0.561157521373775,-0.0592520927734147,0,1.06831337843377,1.09357351133571
33,-3494116.56268996,3.09367035033027e-05,5.40040130910125e-05,0.0273617777212478,0.0191123394492118,0.0115341840473602,-0.0484049424590758,-0.202461958180762,0.144107083766643,0.000471892164251012,0,1.06831337843377,1.09357351133571
34,-3494140.1778083,3.09367035033027e-05,5.40040130910125e-05,0.0280484398109384,0.0191032190099698,0.0388366340065654,-0.0458946854409873,-0.171669283925589,-0.0361539948923925,0.0224236307262749,0,1.06831337843377,1.09357351133571
35,-3494136.2142479,3.09367035033027e-05,5.40040130910125e-05,0.0274482523310078,0.0202019810696732,0.00530316692542522,-0.0545032737911891,-0.1041476693442,-0.233766074809292,0.019782210067966,0,1.06831337843377,1.09357351133571
36,-3494017.52004194,3.09367035033027e-05,5.40040130910125e-05,0.0305844457713227,0.0185085478016709,5.44891242320391e-06,0.0648124588093765,-0.0990133878679899,-0.00684648489249558,-0.00273738102658466,0,1.06831337843377,1.09357351133571
37,-3493894.9741086,3.09367035033027e-05,5.40040130910125e-05,0.0254338242405264,0.0183249444596311,0.0653804008057273,-0.0801603918872134,0.204322563668292,0.0121621193032579,0.0010215501332881,0,1.06831337843377,1.09357351133571
38,-3494065.61376886,3.09367035033027e-05,5.40040130910125e-05,0.0286600662871292,0.0200982082357139,0.020718384861059,0.0393281124171753,-0.184885305217535,-0.0371143623474028,0.00756784399792191,0,1.06831337843377,1.09357351133571
39,-3494071.88346482,3.09367035033027e-05,5.40040130910125e-05,0.0269534128136336,0.0177947843228841,0.055062151154466,-0.0554867177102328,-0.146869118953558,0.339260124692164,-0.0025423174436662,0,1.06831337843377,1.09357351133571
40,-3493759.65774663,3.09367035033027e-05,5.40040130910125e-05,0.0283775743024307,0.0184231417549207,1.29009691662209e-05,0.0564460207018682,0.13382963476354,0.272657780772509,-0.0420470252373322,0,1.06831337843377,1.09357351133571
41,-3494064.32496405,3.09367035033027e-05,5.40040130910125e-05,0.0269165073846052,0.0187318770772,0.0521749171180906,-0.0519811611306382,-0.0944227379154159,0.313292482643273,-0.0109358959844337,0,1.06831337843377,1.09357351133571
42,-3494009.31060763,3.09367035033027e-05,5.40040130910125e-05,0.0274182274635566,0.0194010414743716,0.045127427287709,-0.0606712319038331,0.0801735124280821,-0.0823366952577231,0.0110748234869811,0,1.06831337843377,1.09357351133571
43,-3494158.52988476,3.09367035033027e-05,5.40040130910125e-05,0.0266435211361638,0.0196816807460116,0.0515967576657415,-0.0462331968496396,-0.183524440955214,0.13737984756508,0.014061180059241,0,1.06831337843377,1.09357351133571
44,-3494112.74887056,3.09367035033027e-05,5.40040130910125e-05,0.0281715788613396,0.0187242980832673,0.03514772660466,-0.0625092506229577,-0.147550041194233,-0.0252551739077115,0.0264839637372076,0,1.06831337843377,1.09357351133571
45,-3489302.82454959,3.09367035033027e-05,5.40040130910125e-05,0.37387879568565,0.0129714241878386,3.67798502185162e-06,0.0807153554389289,0.133890176487933,0.217658521229619,-0.0137327570829318,0,1.06831337843377,1.09357351133571
46,-3494157.19300066,3.09367035033027e-05,5.40040130910125e-05,0.0280286082717393,0.0191187357797575,0.0189452512169679,-0.0480731393932773,-0.181481632708606,-0.120877800441644,0.0248584020498468,0,1.06831337843377,1.09357351133571
47,-3494157.69143858,3.09367035033027e-05,5.40040130910125e-05,0.0276950829638031,0.0191962246528706,0.0435773773998796,-0.0477268878277433,-0.180206331102814,0.117111683640248,0.0116992297353313,0,1.06831337843377,1.09357351133571
48,-3493948.3852424,3.09367035033027e-05,5.40040130910125e-05,0.0266180785451393,0.019269543948867,0.0751101425268054,-0.0756351692759646,0.114457323091658,0.248888129606001,-0.0131762760569027,0,1.06831337843377,1.09357351133571
49,-3494057.88254471,3.09367035033027e-05,5.40040130910125e-05,0.0274611553123959,0.0202146559121613,7.40812369136859e-07,0.041344061880024,-0.125079799761476,0.225053510415196,-0.0169619472071954,0,1.06831337843377,1.09357351133571
50,-3494155.59446678,3.09367035033027e-05,5.40040130910125e-05,0.027357548109591,0.0194760238854605,0.0452242921441284,-0.0445135971675302,-0.18362098245834,0.111463279266555,0.0132570919681517,0,1.06831337843377,1.09357351133571
