"mLL","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","start_ind","end_ind"
-569481.277173707,0.0333360441918169,0.0119959470460869,0.0466168355414801,0.015997488212124,-0.115463880760639,-0.195833155048654,0.0370623188846072,0,1,349
-569536.725314344,0.033460559393301,0.0119282172199669,0.0457514178731403,0.0174135116618741,-0.113386407954437,-0.197664707326503,0.0360238707215651,0,350,698
-569552.123376449,0.033549196823424,0.0120290090965886,0.0438221733189679,0.0158675394609284,-0.113692082190022,-0.186816949714321,0.0365947998736666,0,699,1047
-569484.217881819,0.0336623814300325,0.0119630206777613,0.0469234667556223,0.0175905865131285,-0.113443498087441,-0.192449339804139,0.0361852579922397,0,1048,1396
-569538.479891901,0.033766558710086,0.0119944220558855,0.0471728051852869,0.0136507368171814,-0.113712232664921,-0.181151384613458,0.0362060975567289,0,1397,1745
-569520.368212047,0.0337103542298066,0.0119602310505768,0.0482959249029199,0.0169771284623222,-0.112779832660173,-0.197838259980586,0.0363384084440558,0,1746,2094
-569563.115633996,0.0335412262973001,0.0120932932516229,0.0468623767008855,0.0146386846346159,-0.112345474289164,-0.192800590800197,0.03691511401583,0,2095,2443
-569514.962407478,0.0337584489077303,0.0119958618412556,0.0460919038514868,0.0161086161181607,-0.112214978072765,-0.181556233857975,0.0354875467695965,0,2444,2792
-569622.967047336,0.0335033321324049,0.0118222921123167,0.0454936219223482,0.0133633403537342,-0.110708274186962,-0.186661892004676,0.0368802630198826,0,2793,3141
-569580.522069708,0.033152229934496,0.0119518742044105,0.0497914513904805,0.0146248552339692,-0.11189971842127,-0.176428167910339,0.0359558218770014,0,3142,3490
-569536.601158117,0.0335590220089488,0.0120440458020394,0.0481141996081196,0.0165395383387025,-0.113868864474399,-0.181723036520517,0.035809146740926,0,3491,3839
-569600.518016155,0.0337304814780253,0.0120603710491805,0.0470668913102701,0.0158325879166942,-0.112657250183579,-0.201090685398749,0.0370915125205781,0,3840,4188
-569539.408503205,0.0332793794448717,0.0118378957167272,0.0464270728678731,0.0160924752704145,-0.114383748708788,-0.17407796036355,0.0355168138193058,0,4189,4537
-569542.007703577,0.0337116832277855,0.0120185685540953,0.0475227050011053,0.0158397211416699,-0.113154317760304,-0.187932359668196,0.0363613918690971,0,4538,4886
-569537.31573145,0.0336887480391167,0.0119690870334962,0.045003954969992,0.0129551578000585,-0.110526366195148,-0.20306553126439,0.0378622890018645,0,4887,5235
-569499.668984175,0.0334860250586759,0.0119624604261423,0.0463073980907837,0.0187388928159803,-0.110487194503588,-0.20339519244676,0.0353541297844148,0,5236,5584
-569451.297346488,0.0335397289930491,0.0119490033278509,0.0466542401817818,0.0166335643524575,-0.113805424093803,-0.185759965745492,0.035088495674649,0,5585,5933
-569557.955109247,0.0335140680275474,0.011930695266034,0.046881654164105,0.0149604324248454,-0.111381195117656,-0.178460993988272,0.035677954736833,0,5934,6282
-569614.188873766,0.0335133776506228,0.0120047702978036,0.0438680545182049,0.0157441761378955,-0.114893625542369,-0.187216387481593,0.0362333076587997,0,6283,6631
